nro_conabip,nombre,id_departamento,fecha_fundacion,mail
2790,Bib.Pop. Roberto Payro,06056,1960-09-27,
3392,Bib.Pop. Pajarita de papel,06056,1980-01-01,
3587,Bib.Pop. Eduardo Mallea,06056,1980-01-01,bibliotecamallea@yahoo.com.ar
3795,Bib.Pop. Don Germán García,06056,1996-11-20,bpggbb@yahoo.com.ar
3929,Bib.Pop. Rosario Sur,06056,2000-09-16,biblioteca_rosariosur@yahoo.com.ar
4022,Bib. Pop. Gabriela Mistral,06056,1996-04-13,bibpopgabmistral@yahoo.com.ar
4137,Bib.Pop. Simón Rodriguez,06056,1980-01-01,simonrodriguezbiblioteca@gmail.com
4155,Bib. Pop. Villa Duprat,06056,1980-01-01,biblioduprat@gmail.com
4256,BIb. Pop. Martín Allica,06056,2006-04-24,bibliotecamartinallica@yahoo.com.ar
2871,Bib.Pop. Mariano Moreno,06056,1963-06-01,
2841,Asoc. José Hernández,06056,1966-11-10,
1465,Bib.Pop. Mariano Moreno,06056,1925-08-24,bibliomarianomorenoiw@gmail.com
3132,Bib.Pop. Ing. Domingo Pronsato,06056,1989-12-29,bibliotecapronsato@yahoo.com.ar
1021,Bib.Pub. Pablo A. Pizzurno,06063,1923-12-01,bibliotecapizzurno@yahoo.com.ar
1469,Bib.Pop.Mun. Fray Luis de Bolaños,06070,,
2159,Bib.Pop. José Manuel Estrada,06070,1919-10-05,
3718,Bib.Pop. Mario Bravo,06070,1980-01-01,
2688,Bib.Pop.Mun. Teniente Gral. Bme. Mitre,06077,1939-04-22,bibmitre@yahoo.com.ar
2723,Bib.Pop. Juan J. Bernal Torres,06084,1946-12-26,bipopbernaltorres@gmail.com
1280,Bib.Pop. Manuel Belgrano,06091,1924-08-04,bpmbelgrano@hotmail.com
3046,Bib.Pop. Padre Carlos Mugica,06091,1986-11-04,bibliotecapadremugica@hotmail.com
4075,Bib.Pop. Juan María Gutierrez,06091,2002-09-21,bibliotecapopularjmgutierrez@hotmail.com
3033,Bib.Pop. José Ingenieros,06091,1984-05-12,bibliotecadeplatanos@yahoo.com.ar
4169,Bib.Pop. y Cent. Victoria Ocampo,06091,1980-01-01,ranelaghbibliocampo@yahoo.com.ar
1864,Bib.Pop. Pestalozzi,06098,1935-07-09,bibliopopularpestalozzi@gmail.com
2082,Bib. Pop. Mariano Moreno,06098,1944-06-11,
2473,Bib.Pop. Ricardo Güiraldes,06098,1949-02-02,bibliotecaguiraldes@yahoo.com.ar
2490,Bib.Pop. Almafuerte,06098,1943-06-06,
2492,Bib.Pop. Mariano Moreno,06098,1980-01-01,
3692,Bib.Pop. Presbítero Pascual Ruberto,06098,1995-06-10,pascualruberto@hotmail.com
2318,Bib.Pop. Belisario Roldán,06098,1947-06-20,
93,Bib.Pop. Bernardino Rivadavia,06105,1911-12-15,bib_rivadavia@yahoo.com.ar
1478,Bib.Pop. D.F.Sarmiento,06105,1926-05-26,cultural_07@yahoo.com.ar
3801,Bib.Pop. María Alcira Cabrera,06105,1972-07-08,
1769,Bib.Pop. D.F.Sarmiento,06105,1933-07-21,bpurdampilleta@yahoo.com.ar
2191,Bib.Pop. Manuel Belgrano,06112,1943-12-03,bbelgrano@yahoo.com.ar
3749,Bib.Pop. Florencio López,06112,1997-07-31,
1857,Bib.Pop. Bernardino Rivadavia,06112,1926-05-01,
2135,Bib.Pop. José Ingenieros,06021,1940-06-01,bpjimechita@live.com.ar
4142,Bib.Pop. José Ignacio Warnes,06112,1980-01-01,bpjiwarnes@yahoo.com.ar
1676,Bib.Pop. José de San Martín,06119,1932-05-25,
4166,Bib.Pop. Dr. Frutos Enrique Ortiz,06119,1980-01-01,gallardosandra@hotmail.com
4024,Bib.Pop. Jeppener,06119,2002-03-22,
3468,Bib. Pop. Pilar A. de Traverso,06126,1992-09-08,bibliotecatraverso@yahoo.com.ar
1266,Bib.Pop. D.F.Sarmiento,06134,1927-07-01,bibliotecapopulardfsarmiento@hotmail.com
3900,Bib.Pop. Barrio San Esteban,06134,1980-01-01,sanestebanbibliotecapopular@yahoo.com.ar <SANESTEBANBIBLIOTECAPOPULAR@YAHOO.COM.AR>
1002,Bib.Pop. Almafuerte,06140,1923-05-21,bpalmafuerte@hotmail.com
2861,Bib.Pop. José Ingenieros,06147,1963-09-07,biblioingenieros@gmail.com
4289,Bib.Pop. El Libro Alegre,06147,2009-02-28,biblioellibroalegre@hotmail.com.ar
3045,Bib.Pop.Esc. Dr. Enrique Smith,06147,1984-12-01,
268,Bib.Pop. Roque Saénz Peña,06154,1916-10-28,bibliotejedor@yahoo.com.ar
258,Bib.Pop. Bernardino Rivadavia,06154,1920-09-26,sanjose@servicoopsa.com.ar
270,Bib.Pop. Juan Bautista Alberdi,06161,1914-09-08,bibliocada@yahoo.com.ar
2264,Bib.Pop. Juan José Castelli,06168,1940-04-24,biblicast@yahoo.com.ar
1381,Bib.Pop. D.F.Sarmiento,06210,1907-01-01,
222,Bib.Pop. Guillermo Rawson,06210,1920-01-01,
113,Bib.Pop. D.F.Sarmiento,06217,,bpsarmiento113@yahoo.com.ar
3038,Bib.Pop.Soc.Fom. Nuestra Señora de Luján,06217,1982-09-25,biblovillalujan@hotmail.com
3189,Bib.Pub. San José Obrero,06217,1986-02-13,biblioteka_jso@yahoo.com
3631,Bib.Pop. Ambulante y Rural de Chascomus,06217,1994-10-07,labiblioamb@hotmail.com
3890,Bib.Pop. del Ipora Padre Luis Sánchez,06217,1997-02-22,bibliotecaipora2000@yahoo.com.ar
105,Bib.Pop. Dr. Antonio Novaro,06224,,bibliotecanovaro@hotmail.com
3571,Bib.Pop. Esc. Ing. Luis Luiggi,06182,1994-09-23,
4334,Bib.Pop. Puntaltense Mercedes de San Martín,06182,2002-07-19,bibliomercedesdesanmartin@gmail.com
1312,Bib.Pop. Coronel Dorrego,06189,1928-05-24,
3483,Bib.Pop. de José A. Guisasola,06189,1982-03-01,biblioelperdido@gmail.com
1347,Bib.Pop. Florentino Ameghino,06189,1928-12-05,biblioameghino@altisa.com.ar
2225,Bib.Pop. Pringles,06196,1932-07-10,
101,Bib.Pop. D.F.Sarmiento,06203,1915-01-31,bibliotecasarmiento_2000@yahoo.com.ar
3591,Bib.  Infantil de Coronel Suarez,06203,1991-01-31,glabuscfliawach@gmail.com
3894,Asoc.Bib.Pop.Púb.Esc. Dr. Baldomero Fernández Moreno,06203,1969-09-27,bibliotecapopularhuanguelen@gmail.com
1883,Bib.Pop. Mariano Moreno,06175,1920-04-24,
1770,Bib.Pop. Juan Bautista Alberdi,06182,1933-02-19,bibjbalberdi@gmail.com
3364,Bib.Pop. Dr. Ricardo Gutierrez,06182,1980-01-01,nancy_flo@hotmail.com
118,Bib.Pop. Gral. San Martín,06238,1945-10-27,
167,Bib.Pop. Mariano Moreno,06245,1917-07-22,
1620,Bib.Pop. Gral. José de San Martín,06245,1932-06-18,
2151,Bib.Pop.Pub. Bartolomé Mitre,06245,1924-11-18,
3647,Bib.Pub.Pop.Mun. B. Fernández Moreno,06245,1957-04-02,
4065,Bib.Pop. Osvaldo H. Merlo,06245,1980-01-01,anamzanoni@yahoo.com.ar
1673,Bib.Pop. Bernardino Rivadavia,06252,1932-09-25,bp20dediciembre@gmail.com
861,Bib.Pop. Juan Bautista Alberdi,06252,1929-07-09,alberdibiblio@yahoo.com.ar
2843,Bib.Pop. Florentino Ameghino,06260,1964-05-24,bibliotecaameghino@gmail.com
1733,Bib.Pop. Bernardino Rivadavia,06260,1932-09-01,
3452,Biblioteca Popular El Principito,06260,1980-01-01,
4357,Soc. de Fom. y Bib. Pop. del Bo. Parque El Trébol,06270,1993-11-06,bibliotecaeltrebol@gmail.com
2810,Bib.Pop. D.F.Sarmiento,06270,1959-08-09,bpdfsts@yahoo.com.ar
3522,Bib. Pop. Lisandro de la Torre,06274,1995-08-19,
123,Bib.Pop. Del Centro Cult. Sarmiento,06274,1920-07-04,bibliotecasarmiento_varela@yahoo.com.ar
3158,Bib.Pop. Almafuerte,06274,1985-03-31,almafuertebib@yahoo.com.ar
3499,Bib.Pop. Guillermo Enrique Hudson,06274,1980-01-01,arravera@hotmail.com
3891,Bib. Pop. Dr. Florencio Varela,06274,1999-08-30,
3926,Bib.Pop. Hugo del Carril,06274,1980-01-01,bibliotecahugodelcarril@gmail.com
4051,Bib.Pop. Santo Tomás de Aquino,06274,1980-01-01,bibliostomas@yahoo.com.ar
4242,Asoc. Cult. y Bib. Pop. Dr. Ernesto de Muro,06274,2004-05-18,bpdemuro@live.com.ar
3916,Cen. Cult.  y Bib.Pop. Poetisa Alfonsina Storni,06274,2000-07-02,
4170,Bib. Pop. Florencio Sánchez,06274,1980-01-01,bibliotecaflorenciosanchez@yahoo.com.ar
3767,Bib.Mun.Pop. Eloisa M. Rissoli,06280,1997-05-25,
3518,Bib.Pop.Mun. General José de San Martín,06280,1976-12-19,biblioteca_miramar@yahoo.com.ar
131,Bib.Pop. Florencio Balcarce,06287,1915-04-29,bibliofbalcarce@yahoo.com.ar
1707,Bib.Pop. Bernardino Rivadavia,06294,1932-10-12,
4119,Bib.Pop. Domingo Faustino Sarmiento de Ascención,06294,2003-10-23,
276,Bib.Pop. Carlos Guido Spano,06308,1980-01-01,
2789,Bib.Pop. José Hernández del Club Deportivo El León,06315,1944-04-02,
2914,Bib.Pop. Presidente Mitre,06322,1944-03-15,nesoa_07@yahoo.com.ar
174,Bib.Pop. Felipe de Robles (h,06329,1914-12-02,
3292,Bib.Pop.Pub.Mun. General Lavalle,06336,1974-05-01,bibliotecaglavalle@hotmail.com
3633,Bib.Pop.Esc. Antártida Argentina,06351,1996-11-22,bibliogranada@yahoo.com.ar
126,Bib.Pop. D.F.Sarmiento,06351,1913-06-13,
2824,Bib. Esc. Pop. Ricardo Rojas,06351,1961-03-01,
3922,Bib. Pop. Juan XXIII,06351,2000-06-10,bibliotecapopularjuan23@hotmail.com
2697,Bib.Pop. Juventud Moderna,06357,1911-11-16,
3476,Bib.Pop.y C.Cult. Mar del Plata,06357,1994-11-21,
3836,Bib.Pop. Juan Domingo Perón,06357,1980-01-01,
4076,Bib.Pop. Barrio Santa Rita,06357,1980-01-01,
4122,Bib.Pop. y Cen.Cul. Centenario,06357,1996-09-21,
4349,Bib.Pop. El Desafío para Crecer,06357,2014-11-10,
2063,Bib.Pop. Leandro N. Alem,06364,1936-07-20,
2501,Bib. Pop. Mariano Moreno,06385,1939-05-07,bibpopmm_lostoldos@yahoo.com.ar
4280,Bib.Pop. Minchekewun,06385,2011-05-12,
3724,Bib.Esc.Pop. José Manuel Estrada,06392,1961-10-21,bibliob@yahoo.com.ar
3196,Bib.Pop.Pub.Mun. Dolores A. Cirio de Busso,06392,1991-06-28,biblio@cseca.com.ar
3194,Bib.Pop.Pub.Mun. D.F.Sarmiento,06392,1935-08-25,biblio@servicoopsa.com.ar
3197,Bib.Pop.Pub.Mun. Benito Lynch,06392,1979-10-27,blynch@servicoopsa.com.ar
3339,Bib.Púb. Municipal Fortín de Gainza,06392,1991-09-05,biblioteca_fortingainza09@hotmail.com
3925,Bib.Pop. Angela A.B. de Abraham,06399,2000-08-20,
3715,Bib. Pop. José Hernández,06399,1980-01-01,bibliojh97@yahoo.com.ar
4069,Bib.Pop. Dardo Nepomuceno Arditi Rocha,06399,2000-11-27,bparditirocha@hotmail.com
4177,Bib.Pop. Dra. Alicia Teresa Morales,06399,1980-01-01,bpaliciatmorales_garre@yahoo.com.ar
2998,Bib.Pub. Mariano Moreno,06399,1956-10-25,
1248,Bib.Pop. Almafuerte,06406,1922-06-14,bibliopopalmafuerte@yahoo.com.ar
2923,Bib.Pop.Soc.Fom. Julián Aguirre,06408,1975-05-13,
3621,Bib.Pop. Alfredo L. Palacios,06408,1980-01-01,biblioapalacios@yahoo.com.ar
4002,Soc.y Bib.Pop. La tradición,06410,2000-04-16,bibliotecalatradicion@yahoo.com.ar
139,Bib.Pop. Olegario V. Andrade,06413,1909-05-27,
1054,Bib.Pop. Paz y trabajo,06413,1923-04-12,
1412,Bib.Pop. Pedro Aguilera,06413,1928-10-05,
1454,Bib.Pop. Esteban Echeverría,06413,1930-02-04,
1809,Bib.Pop. 9 de Julio,06413,1933-06-02,biblioteca9dejulio@gmail.com
1874,Bib.Pop. Manuel Belgrano,06413,1929-02-19,armando_de_miguel@hotmail.com
4389,Bib. Pop. Pio Soberano,06413,2022-03-11,piosoberanobibliotecapopular@gmail.com
3928,Bib.Pop. Juan Bautista Alberdi,06413,1940-05-07,
3696,Bib.Pop. Las Toninas,06420,1985-09-01,biblo093@yahoo.com.ar
3574,Bib.Pop. Vito Dumas,06420,1992-06-15,bibliotecamardeltuyu@yahoo.com.ar
4368,Bib. Pop.Dr. José María Sobral,06420,2005-07-23,bibliotecasobral@yahoo.com.ar
3910,Bib.Pop. Juan XXIII,06420,1980-01-01,
4125,Soc.Fo.y Bib.Pop. El Tala,06420,1980-01-01,bib-arocha@educar
3128,Bib.Pub. Alfonsina Storni,06420,1980-01-01,ctc0057@hotmail.com
2880,Bib.Pop. Alfonsina Storni,06427,1963-11-03,
4299,Bib.Pop. y Ctro Cult. José M. Estrada,06427,1976-09-04,bibliotecamflara@hotmail.com
3241,Bib.Pop. Ceferino Namuncura,06427,1980-01-01,
3293,Bib.Pop. Delia C. de Armagno,06427,1980-01-01,fundaciondeliacdea@gmail.com
4182,Bib.Pop. Rotaria,06427,1980-01-01,bibliotecapopularrotaria@yahoo.com.ar
4010,Bib.Pop. Amigos de La Tablada,06427,1998-11-10,amigosdelatablada@yahoo.com.ar
4228,Bib.Pop. Almafuerte de Rafael Castillo,06427,1980-01-01,biblioteca_alma@hotmail.com
3921,Bib.Pop. Tinkunaku-Lugar de encuentro,06427,2000-06-01,bptinkunaku@yahoo.com.ar
3203,Bib.Pop. Almafuerte,06427,1993-06-11,bibalma@yahoo.com.ar
3762,Bib. Pop. Villa Sahores,06427,1999-03-30,biblioteca303@yahoo.com.ar
4338,Bib.Pop. de la Imagen (CEIC),06427,2003-02-21,bibliotecapopularimagen121@gmail.com
1880,"Centro Cultural y Recreativo, Bib.Pop. Mariano Moreno",06427,1930-04-18,bibliomoreno@yahoo.com.ar
3730,Bib. Pop. Madre Teresa,06427,1998-02-17,
3913,Bib.Pop. Trabajadores del Yaguané,06427,1999-02-02,
4041,Bib. Pop. Virrey del Pino,06427,1999-12-06,biblioteca308@yahoo.com.ar
2585,Bib.Pop. Florentino Ameghino,06441,1936-09-26,bibliofameghino@yahoo.com.ar
3736,Bib.Pop. José Hernández,06441,1997-09-20,
165,Bib.Pop. Florentino Ameghino,06441,1918-05-02,bibliotecaalborada@yahoo.com
1483,Bib.Pop. Bernardino Rivadavia,06441,1915-10-01,
1747,Bib.Pop. Dr. Nicolás Avellaneda,06441,1927-12-27,
1830,Bib.Pop. Joaquín V. González,06441,1903-10-12,
1973,Bib. Euforión,06441,1927-08-03,
2069,Bib.Pop.Gral. San Martín,06441,1936-04-15,bibliotecapopularsanmartin@hotmail.com
2098,Cen. de Fom. M. V y Bib.Pub.Pop. Enrique Gonino,06441,1929-04-16,bibliotecameridianov@hotmail.com
2127,Bib.Pop. Luis A. Repetto,06441,1941-12-06,bprepetto@gmail.com
2323,Bib. Pop. Florentino Ameghino,06441,1945-01-01,bibliotecafameghino@hotmail.com
2436,"Bib.Pop. Juan Vucetich, C.C. Y Dep. Aconcagua",06441,1944-07-01,bibliojuanvucetich@gmail.com
2498,Bib.Pop. Mario L. Sureda,06441,1947-09-21,
2546,Bib.Pop. Mariano Moreno,06441,1939-03-27,
2644,Bib.Pop. Dardo Rocha,06441,1954-11-30,
2757,Bib.Pop. Bernardo de Monteagudo,06441,1940-11-12,
3313,Bib.Pub. Central Gral. José de San Martín,06441,1950-02-23,
3681,Bib.Pop. E. S. Discépolo para la Cult.Nac.,06441,1980-01-01,
3717,Bib. Pop. Homero Manzi,06441,1980-01-01,bib.homeromanzi@gmail.com
3786,Bib.Pop. Instituto Platense de Cult. Hispánica,06441,1960-10-12,
3877,Asoc.Cult.Bib.Pop. Vida y Lucha de Elizalde,06441,1993-08-23,biblioteca_elizalde@yahoo.com.ar
3954,Casa del Tango y Bib.Pop. Carlos Gardel,06441,1980-01-01,casadeltango_lp@hotmail.com.ar
4140,Cen. y Bib.Pop. Carlos Bormida,06441,2001-11-04,bibliopcarlosbormida@yahoo.com.ar
4171,Cent.Cu. Y Bib.Pop. Enlazando palabras,06441,1980-01-01,ongenlazandopalabras@hotmail.com
4288,Bib.Pop. Del otro lado del árbol,06441,2011-02-01,delotroladodelarbol@hotmail.com
4376,Bib.Pop. La Chicharra,06441,2007-10-01,lagrietaylachicharra@gmail.com
2271,Bib.Pop.Bartolomé Mitre,06441,1933-09-11,cfloshornos@yahoo.com.ar
3211,Bib.Pop. Dr. Roman S. Harosteguy,06441,1980-01-01,biblioharosteguy@yahoo.com.ar
3956,Com.Vec.y Bib.Pop. Gonnet Bell,06441,1995-06-02,
1920,Bib. Pop. Mariano Moreno,06441,1936-07-11,bibpopmarianomoreno@hotmail.com
2438,Bib.Pop. D.F.Sarmiento,06441,1923-12-23,
4066,Bib. Pop. Tupac Amaru infantil y juvenil,06441,1999-10-12,bibliotecatupacamaru@yahoo.com.ar
249,Bib.Pop. Alejo Iglesias,06441,1920-06-08,
4117,Cen. y Bib.Pop. Osvaldo Pugliese,06434,1999-04-30,
150,Bib.Pop. Libertador San Martín,06434,1917-09-07,
2713,Bib. Pp. Soc. Bomberos Voluntarios de Lanús,06434,1945-10-12,
3448,Bib.Pop.Mun. Mariano Moreno,06434,1994-06-06,
4021,Bib.Pop. Olga Cossettini,06434,2001-07-16,
3431,Bib.Pop. Florentino Ameghino,06434,1980-01-01,bibliopopameghino@hotmail.com
3649,Bib.Pop. Mariano Moreno,06434,1997-03-16,
4135,Bib.Pop. Monte Chingolo,06434,1980-01-01,bibliotecapopularmontechingolo@gmail.com
2676,Bib.Pop. Alberdi,06434,1919-09-19,balberdiescalada@gmail.com
2767,Bib.Pop. Dr. E. Angel Barriocanal,06434,1955-09-03,bibliotecabarriocanal@yahoo.com.ar
3828,Bib. Pop. Juan B. Justo,06434,1930-10-05,roxanacaterbetti42@hotmail.com
294,Bib.Pop.y Soc.Fom. D.F.Sarmiento,06434,1918-03-01,bibliotecasarmiento@yahoo.com.ar
1706,Bib.Pop. 1 de Mayo,06434,1914-12-13,bibprimerodemayo@hotmail.com
2134,Bib.Pop. Laprida,06448,1940-12-01,bplaprida@yahoo.com.ar
1326,Bib.Pop. 25 de Mayo,06455,1928-08-12,
87,Bib.Pop. D.F.Sarmiento,06462,1916-08-20,bibliotecapopular@live.com.ar
3153,Bib.Pop. Mariano Moreno,06462,1988-06-20,nuevabibliomatienzo@hotmail.com
2872,Bib.Pop.Mun. Esteban Echeverría,06462,1961-07-09,bibvedia@yahoo.com.ar
2366,Bib.Pop. José M. Estrada,06469,1945-09-17,
1684,Bib.Pop. Bartolomé Mitre,06469,1932-06-12,bibliobayauca@hotmail.com
2729,Bib. Pop. D. F. Sarmiento,06469,1958-04-18,bibliosalas@yahoo.com.ar
3442,Bib.Pop. Fortín de la Cult. El triunfo,06469,1980-01-01,
3946,Asoc.Bib.Pop.Mun. Jullian de Castiglioni,06469,1980-01-01,
177,Bib.Pop.Mun. D.F.Sarmiento,06469,,bibliotecasarmientocoop@hotmail.com.ar
279,Bib.Pop. D.F.Sarmiento,06476,1918-04-05,
1232,Bib.Pop. José Ingenieros,06469,1926-08-06,
3622,Bib.Pop. San Manuel,06476,1993-06-10,bibliopopularsanmanuel@gmail.com
122,Bib.Pop. Rivadavia,06483,1920-12-27,
175,Bib.Pop. D.F.Sarmiento,06483,1912-03-16,ccplbsarmiento@yahoo.com.ar
1193,Bib.Pop. Albino Capponi,06483,1902-01-12,bibliocapponi@yahoo.com.ar
3796,Bib.Pop. Héroes de Malvinas,06483,1980-01-01,
3865,Bib.Pop. Alfonsina Storni,06490,1980-01-01,
3149,Bib.Pop.Soc.Fom. Roberto Arlt,06490,1980-01-01,
3979,Bib. Pop. Leopoldo Marechal,06490,1980-01-01,
4196,Bib.Pop. Escritores Argentinos,06490,1980-01-01,bipopu_argentinos07@yahoo.com.ar
173,Bib. Pop. Antonio Mentruyt,06490,1900-05-02,bibliotecamentruytespectaculos@gmail.com
3404,Bib.Pop.E Inst.Cult. Juan María Gutierrez,06490,1938-09-18,
4115,Bib.Pop. Julio Cortázar de Lomas Este,06490,2002-12-06,bibjuliocortazar@yahoo.com.ar
4121,Bib.Pop. de la ciudad,06490,2003-01-25,bibliotecapopulardelaciudad@gmail.com
2401,Bib.Pop. Vicente Longhi,06490,1980-01-01,bibliolonghi@hotmail.com
3754,Bib.Pop. San José,06490,1980-01-01,bibliotecasanjose2000@yahoo.com.ar
3823,Bib.Pop. Tito Brandsma,06490,1980-01-01,
4008,Bib.Pop. San Juan,06490,2000-08-16,bibliotecapopular_sanjuan@hotmail.com
4340,Bib.Pop. de Carlos Keen,06497,2001-03-02,lecturaenck@gmail.com
168,Bib. Pop.  Ameghino,06497,1914-11-27,salonesbibliotecaameghino@gmail.com
3182,Bib. Obrera Jean Jaures,06497,1918-03-29,
3656,Bib.Pop. Ernesto Sábato,06497,1996-05-25,
1257,Bib.Pop. Juan Bautista Alberdi,06497,1926-05-10,bibliotecaopendoor@hotmail.com
4219,Bib.Pop. Edmundo Girardengo,06505,2008-04-07,bpegirardengo@gmail.com
3351,Bib.Pop.Mun. Juan José Elizondo,06511,1966-07-09,
2931,Bib.Pop. William C.Morris,06515,1975-04-01,bibwcm@yahoo.com.ar
4262,Bib. Pop. El Cruce de Papel,06515,2007-06-02,
3668,Bib.Pop. Pablo Nogués,06515,1998-06-13,monbe3@hotmail.com
3785,Bib.Pop. de los Polvorines,06515,1998-11-05,bibliotecapolvorines@gmail.com
4151,La esperanza del Callao y Biblioteca Popular,06515,1980-01-01,
4241,Bib.Pop. José Ma. Viglietti,06518,1977-10-05,bibliotecadepiran@yahoo.com.ar
1998,Bib.Pop. Gral. San Martín,06525,1936-09-12,bibliopop.gsm@gmail.com
194,Bib.Pop. D.F.Sarmiento,06532,,biblsarmiento_mercedes@hotmail.com
3243,Bib.Pop. Malvinas argentinas,06028,1986-04-02,
3303,Bib.Pop. Perito Moreno,06539,1991-01-24,
4199,Bib.Pop. Manuel Galvez,06539,1980-01-01,
3949,Bib.Pop. Génesis,06539,1980-01-01,
3999,Bib. Pop. Ricardo Guiraldes,06539,2000-10-20,info@bibliotecaguiraldes.com.ar
3805,Asociación Cooperadora de la Biblioteca José Manuel Estrada de Abbott,06547,1980-01-01,
2662,Bib.Pop.Mun. Manuel Belgrano,06547,1950-09-20,bp_manuelbelgrano@hotmail.com
3315,Bib.Pop. Monte Hermoso,06553,1980-01-01,
4139,Bib.Pop. Vicky,06560,2000-09-15,
2673,Bib.Pop. Vicenta Castro Cambón,06560,1954-01-24,bibliotecambon@live.com.ar
3944,Bib.Pop.Casa.Cult. Barrio Parque San Carlos,06560,2000-09-17,
4336,Bib.Pop. Almafuerte de Barrio Guemes,06560,2008-06-20,bibliotkalmafuerte@gmail.com
3886,Asoc.Civ.Bib.Pop. El Cobijo,06560,2000-04-25,
4134,Bib. Pop. San José Obrero,06560,1980-01-01,bibliotecasanjoseobrero@gmail.com
2243,Bib.Pop. Mariano Moreno,06560,1916-08-30,biblioteca@cbmm.com.ar
3248,Bib.Pop. Horacio Quiroga,06560,1980-01-01,bphoracioquiroga@hotmail.com
4003,Bib.Pop. El centro y los chicos,06560,1980-01-01,
2804,Bib.Pop. Ciudad de Paso del Rey,06560,1958-08-06,bibliopop.pasodelrey@hotmail.es
4106,Sociedad de fomento San Pedro y Biblioteca Popular OLEGARIO VICTOR ANDRADE,06560,1958-06-20,
1391,Bib.Pop. 9 de Julio,06560,1929-07-21,
2324,Bib.Pop. Juan Manuel Giufra,06560,1945-02-04,bibliogiuffra@hotmail.com
4040,Bib. Pop. Arturo Jauretche de El Palomar,06560,2001-06-30,bibliotecajauretche@yahoo.com.ar
3049,Bib.Pop.Pub. Rosario Vera Peñaloza,06560,1971-07-29,
4274,Bib.Pop. Parlante Sur,06560,1999-12-02,biblioparlantesur@hotmail.com
3012,Bib.Pop. José Hernández,06568,1964-03-22,
